36  69.77178960713
39  59.926538571486
46  75.034070128602
64  70.657329487631
81  61.968700088513
108  58.613720380467
144  54.865957061206
215  49.664536169475
240  43.832423185796
255  42.622643059351
295  38.862043116223
329  34.53354179981
376  29.616531163311
497  23.435943311291
603  18.004535631853
720  13.313768451562
937  10.65100228318
1166  7.9252283164669
1469  5.9891702623889
1808  4.2885642143157
2186  3.0748954121297
2654  2.1767596629679
3270  1.5706134712199
3713  1.1217736175786
4378  0.80634009989345
4990  0.57204363859728
5813  0.39252724448063
6591  0.27292490833164
7436  0.19489169013147
8344  0.13354810367105
9162  0.096586861907916
