28  1.5431533004786
44  0.69685401764683
60  0.3958354574283
108  0.25361998500691
140  0.16384503419349
162  0.11395960388698
252  0.079324041198984
384  0.054263697899188
472  0.041081432994276
636  0.026657196686772
788  0.020208915691069
1308  0.014122063031963
1840  0.008985400528477
2268  0.0061475102533689
3316  0.0046526597663282
5110  0.0031610882064115
6676  0.0023120688153203
8124  0.0016629375973058
10536  0.0012446705227227
16980  0.00093292620737722
23744  0.00069673774206413
30362  0.00046994550144703
37046  0.00033412991054941
60144  0.00025981645582319
